sampleID	ESE00018_s00006	ESE00019_SLR1	ESE00019_SLR10	ESE00019_SLR11	ESE00019_SLR12	ESE00019_SLR14	ESE00019_SLR16	ESE00019_SLR17	ESE00019_SLR18	ESE00019_SLR19	ESE00019_SLR2	ESE00019_SLR3	ESE00019_SLR4	ESE00019_SLR5	ESE00019_SLR6	ESE00019_SLR8	ESE00019_SLR9	ESE00019_s00021	ESE00019_s00022	ESE00019_s00028	ESE00019_s00033	ESE00019_s00037	ESE00086_s00090	ESE00086_s00092	ESE00087_s00109	ESE00089_s00138	ESE00090_SLR20	ESE00090_SLR22	ESE00090_s00154	ESE00090_s00155	ESE00090_s00157	ESE00125_s00183	ESE00126_s00214	ESE00139_s00245	ESE00151_s00266	ESE00155_s00304	ESE00156_s00317	ESE00157_s00340	ESE00158_s00361	ESE00160_s00396	ESE00207_s00416	ESE00211_s00437	ESE00230_s00456	ESE00231_s00482	ESE00282_s00519	ESE00283_s00547	ESE00418_SLR23	ESE00418_SLR24	ESE00418_SLR26	ESE00418_SLR27	ESE00418_SLR28	ESE00418_SLR31	ESE00418_SLR32	ESE00418_SLR33	ESE00418_SLR34	ESE00418_SLR35	ESE00418_SLR36	ESE00418_SLR37	ESE00418_SLR38	ESE00418_SLR39	ESE00418_SLR40	ESE00418_SLR41	ESE00418_SLR42	ESE00418_s00606	ESE00418_s00607	ESE00418_s00610	ESE00418_s00613	ESE00418_s00614	ESE00418_s00615	ESE00418_s00620	ESE00418_s00621	ESE00553_s00638	ESE00958_s00670	ESE00958_s00677	ESE00960_s00681	ESE00960_s00693	ESE00961_s00707	ESE00961_s00711	ESE00993_s00753	ESE01218_s00785	ESE01261_s00804	ESE01261_s00814	ESE01262_s00834	ESE01393_s00869	ESE01400_s00920	ESE01417_s00945	ESE01435_s00969	ESE01521_s01009	ESE01521_s01016	ESE01522_s01035	ESE01527_s01054	ESE01535_s01072	ESE01543_SLR43	ESE01543_SLR44	ESE01543_SLR45	ESE01543_SLR46	ESE01543_SLR48	ESE01543_SLR49	ESE01543_SLR50	ESE01543_SLR51	ESE01543_SLR53	ESE01543_SLR54_1	ESE01543_SLR54_2	ESE01543_SLR55	ESE01543_SLR56	ESE01543_SLR57	ESE01543_SLR58	ESE01543_SLR59	ESE01543_s01090	ESE01543_s01094	ESE01543_s01103	ESE01543_s01111	ESE01564_s01113	ESE01567_s01133	ESE01567_s01143	ESE01587_s01161	ESE01587_s01167	ESE01592_s01222	ESE01592_s01228	ESE01594_s01235	ESE01594_s01244	ESE01617_s01276	ESE01619_s01300	ESE01619_s01305	ESE01623_s01314	ESE01635_s01331	ESE01653_s01348	ESE01661_s01361	ESE01696_s01387	ESE01841_s01404	ESE01892_s01423	ESE01900_s01436	ESE02164_s01526	ESE02164_s01532	ESE02184_s01550	ESE02190_s01571	ESE02190_s01575	LCP05531_SLR60	LCP05531_SLR62	LCP05531_SLR63	LCP05531_SLR66	LCP05531_SLR67	LCP05531_SLR68	LCP05531_SLR69	LCP05531_SLR70	LCP05531_SLR71	LCP05531_SLR72	LCP05531_SLR74	LCP05531_SLR75	LCP05531_SLR76	LCP05531_SLR77	LCP05531_s01799	LCP05531_s01800	LCP05531_s01801	LCP05531_s01802	LCP05531_s01807	LCP05531_s01808	LCP05531_s01818	LCP06093_SLR78	LCP06093_SLR79	LCP06093_SLR80	LCP06093_SLR81	LCP06093_SLR82	LCP06093_SLR83	LCP06093_SLR84	LCP06093_SLR85	LCP06093_SLR86	LCP06093_SLR88	LCP06093_SLR89	LCP06093_SLR90	LCP06093_SLR91	LCP06093_s01874	LCP06093_s01880	LCP06093_s01882	LCP3239_s01654	LCP4799_s01694	LCP4799_s01696	LCP5327_s01719	LCP5327_s01721	LCP5327_s01722	LCP5471_s01732	LCP5496_s01742	LCP5529T_s01783	LCP5639_s01851	LCP6615_s01894	LCP6621_s01936	LCP6622_s01953	LCP6623_s01974	LCP6697_s01988	LCP6700_s02027	LCP6701_s02040	LCP797_s01620	LCP797_s01623	LMA421_s02055	LMA421_s02063	PN0144_s02085	PN0144_s02090	UBOCC-A-112050_s02145	UBOCC-A-112053_s02172	UBOCC-A-112059_s02186	UBOCC-A-116003_s02281	UBOCC-A-116003_s02288
FM013	0.997	1.000	0.994	0.996	1.000	0.811	0.999	1.000	0.586	0.916	1.000	0.999	0.997	0.933	0.989	0.999	0.999	1.000	0.451	0.888	0.999	1.000	0.096	0.710	0.027	0.027	0.806	0.721	0.536	0.144	0.196	1.000	0.027	0.999	0.027	0.319	0.027	0.027	0.027	0.027	0.027	0.027	0.933	0.933	0.027	0.027	0.865	0.547	0.555	0.972	1.000	0.978	0.960	0.973	0.643	0.999	0.987	0.997	0.842	0.690	0.578	1.000	0.834	0.698	1.000	0.750	0.701	0.935	0.934	0.999	0.589	0.999	0.772	0.353	0.996	0.027	0.335	0.319	0.027	0.852	0.999	0.932	0.027	0.996	1.000	0.996	0.322	0.999	0.176	0.027	0.999	0.995	0.989	0.838	0.758	0.520	0.924	0.989	0.647	0.750	0.978	0.814	1.000	0.978	0.956	0.969	0.992	0.987	0.027	1.000	0.866	0.623	0.999	0.999	0.027	0.996	0.591	0.999	0.096	0.277	0.027	0.999	0.995	0.096	0.998	0.709	0.999	0.143	0.999	1.000	0.998	0.027	0.999	0.027	0.027	0.999	0.027	1.000	0.861	0.822	0.715	0.502	0.554	0.987	0.985	0.999	0.999	0.851	0.463	0.957	0.234	0.311	0.909	0.323	0.961	0.027	0.846	0.479	0.996	1.000	0.983	1.000	1.000	1.000	0.931	1.000	1.000	0.998	1.000	1.000	1.000	1.000	1.000	1.000	0.197	0.278	0.377	0.287	0.177	0.144	0.355	0.999	0.027	0.027	0.317	0.103	0.995	0.018	0.397	0.018	0.027	0.335	0.318	0.812	0.027	0.092	0.317	0.027	0.027	0.999	0.999	0.153
LCP1920	0.948	1.000	1.000	1.000	1.000	0.981	1.000	0.998	0.614	1.000	1.000	1.000	1.000	1.000	0.909	0.998	0.999	1.000	0.936	1.000	0.999	0.999	0.098	0.709	0.025	0.025	0.778	0.846	0.522	0.126	0.184	0.950	0.025	0.949	0.025	0.277	0.025	0.025	0.025	0.025	0.025	0.025	1.000	1.000	0.025	0.025	0.863	0.666	0.554	0.958	1.000	0.973	0.957	0.959	0.683	0.998	0.986	1.000	0.853	0.685	0.603	1.000	0.827	0.732	1.000	0.749	0.697	0.922	0.921	0.999	0.558	0.951	0.770	0.328	0.946	0.025	0.323	0.276	0.025	0.957	0.999	0.998	0.025	0.947	0.999	0.947	0.317	0.950	0.279	0.025	0.951	0.950	0.987	0.976	0.862	0.505	0.919	0.987	0.642	0.886	0.975	0.830	1.000	0.976	0.956	0.968	0.975	0.986	0.025	0.999	0.783	0.618	0.950	0.999	0.025	0.947	0.561	0.950	0.098	0.319	0.025	0.950	0.946	0.098	0.949	0.707	0.950	0.126	0.951	0.950	0.949	0.025	0.949	0.025	0.025	0.949	0.025	0.996	0.867	0.897	0.687	0.508	0.537	0.987	0.965	1.000	0.998	0.919	0.538	0.954	0.230	0.349	0.777	0.319	0.963	0.025	0.846	1.000	0.910	1.000	0.983	0.998	0.946	0.999	0.931	1.000	1.000	0.759	0.860	1.000	0.988	1.000	1.000	1.000	0.185	0.252	0.357	0.260	0.160	0.126	0.329	0.949	0.025	0.025	0.277	0.093	0.994	0.009	0.381	0.009	0.025	0.322	0.275	0.810	0.025	0.083	0.278	0.025	0.025	0.950	0.950	0.134
LCP218	0.149	0.778	0.529	0.550	0.311	0.132	0.724	0.111	0.221	0.283	0.760	0.038	0.351	0.340	0.197	0.039	0.015	0.263	0.223	0.952	0.158	0.133	0.045	0.050	0.019	0.019	0.983	0.958	0.627	0.036	0.111	0.150	0.019	0.150	0.019	0.028	0.019	0.019	0.019	0.019	0.019	0.019	0.033	0.033	0.019	0.019	0.521	0.170	0.098	0.712	0.034	0.281	0.280	0.582	0.580	0.495	0.861	0.828	0.194	0.428	0.126	0.032	0.436	0.672	0.265	0.165	0.082	0.231	0.226	0.988	0.312	0.146	0.135	0.047	0.148	0.019	0.972	0.028	0.019	0.241	0.150	0.031	0.019	0.150	0.109	0.150	0.297	0.149	0.124	0.019	0.147	0.152	0.528	0.327	0.268	0.558	0.323	0.815	0.329	0.133	0.454	0.567	0.286	0.023	0.082	0.748	0.573	0.517	0.019	0.152	0.128	0.065	0.149	0.144	0.019	0.149	0.311	0.149	0.045	0.095	0.019	0.150	0.149	0.045	0.149	0.048	0.150	0.035	0.146	0.150	0.149	0.019	0.150	0.019	0.019	0.150	0.019	0.483	0.810	0.148	0.735	0.107	0.555	0.809	0.652	0.155	0.514	0.888	0.364	0.292	0.258	0.123	0.106	0.178	0.102	0.019	0.224	0.474	0.144	0.440	0.768	0.122	0.154	0.086	0.484	0.413	0.967	0.235	0.177	0.448	0.538	0.118	0.214	0.061	0.145	0.927	0.036	0.928	0.092	0.036	0.047	0.149	0.019	0.019	0.028	0.080	0.150	0.032	0.031	0.032	0.019	0.971	0.028	0.087	0.019	0.069	0.028	0.019	0.019	0.150	0.149	0.109
LCP3239	0.226	0.787	0.581	0.523	0.391	0.334	0.819	0.326	0.493	0.479	0.835	0.176	0.589	0.397	0.203	0.140	0.068	0.565	0.505	0.956	0.237	0.249	0.094	0.257	0.019	0.019	0.882	1.000	1.000	0.881	1.000	0.227	0.019	0.227	0.019	0.997	0.019	0.019	0.019	0.019	0.019	0.019	0.074	0.073	0.019	0.019	0.634	0.463	0.361	0.725	0.110	0.505	0.300	0.616	0.696	0.493	0.874	0.832	0.427	0.546	0.233	0.099	0.509	0.702	0.564	0.194	0.139	0.303	0.298	0.989	0.532	0.220	0.312	0.990	0.225	0.019	0.974	1.000	0.019	0.338	0.229	0.074	0.019	0.227	0.078	0.227	0.396	0.226	0.168	0.019	0.221	0.227	0.557	0.574	0.511	0.491	0.322	0.831	0.417	0.378	0.960	0.694	0.601	0.082	0.119	0.751	0.614	0.503	0.019	0.271	0.179	0.292	0.226	0.219	0.019	0.225	0.532	0.226	0.095	0.225	0.019	0.227	0.225	0.095	0.226	0.256	0.227	0.879	0.219	0.227	0.226	0.019	0.228	0.019	0.019	0.226	0.019	0.671	0.847	0.353	0.838	0.248	0.492	0.827	0.696	0.232	0.486	0.927	0.448	0.246	0.402	0.328	0.193	0.294	0.162	0.019	0.478	0.482	0.329	0.999	0.784	0.334	0.374	0.155	0.582	0.476	0.970	0.456	0.190	0.389	0.587	0.248	0.282	0.133	0.999	0.935	0.985	0.939	0.945	0.880	0.994	0.227	0.019	0.019	0.998	0.194	0.228	0.057	0.990	0.054	0.019	0.974	1.000	0.275	0.019	0.184	0.998	0.019	0.019	0.227	0.226	0.140
LCP4258	0.997	1.000	0.994	0.995	1.000	0.801	1.000	1.000	0.558	0.908	1.000	0.999	0.996	0.933	0.988	0.995	0.999	1.000	0.421	0.885	0.999	1.000	0.096	0.709	0.025	0.025	0.793	0.709	0.525	0.125	0.187	1.000	0.024	0.999	0.025	0.288	0.025	0.025	0.025	0.025	0.025	0.025	0.932	0.932	0.025	0.024	0.865	0.515	0.540	0.970	0.999	0.970	0.957	0.970	0.639	0.999	0.986	1.000	0.835	0.674	0.570	1.000	0.829	0.682	1.000	0.747	0.692	0.933	0.932	0.999	0.583	0.999	0.771	0.332	0.996	0.024	0.309	0.286	0.025	0.852	0.999	0.931	0.025	0.996	1.000	0.996	0.296	0.999	0.171	0.024	0.999	0.995	0.984	0.826	0.743	0.495	0.919	0.987	0.642	0.736	0.968	0.801	1.000	0.970	0.943	0.968	0.988	0.987	0.025	0.999	0.862	0.621	0.999	0.999	0.024	0.996	0.583	0.999	0.096	0.267	0.025	0.999	0.995	0.096	0.998	0.708	0.999	0.125	0.999	1.000	0.998	0.025	0.999	0.024	0.024	0.999	0.024	1.000	0.852	0.816	0.714	0.490	0.544	0.986	0.984	0.999	0.999	0.845	0.452	0.954	0.230	0.281	0.907	0.318	0.953	0.024	0.845	0.450	0.995	1.000	0.983	1.000	1.000	1.000	0.931	1.000	1.000	0.998	1.000	1.000	1.000	1.000	1.000	1.000	0.174	0.249	0.363	0.257	0.164	0.125	0.333	0.999	0.024	0.025	0.286	0.100	0.994	0.014	0.386	0.014	0.025	0.310	0.286	0.811	0.024	0.090	0.286	0.024	0.025	0.999	0.999	0.142
LCP4799	0.114	0.765	0.313	0.257	0.301	0.077	0.657	0.302	0.127	0.163	0.689	0.079	0.333	0.354	0.135	0.031	0.018	0.077	0.111	0.224	0.127	0.114	0.084	0.306	0.019	0.019	0.990	0.985	1.000	0.898	0.114	0.115	0.019	0.114	0.019	0.987	0.019	0.019	0.019	0.019	0.019	0.019	0.025	0.025	0.019	0.019	0.659	0.085	0.160	0.701	0.032	0.129	0.270	0.357	0.465	0.239	0.852	0.816	0.146	0.278	0.095	0.029	0.496	0.069	0.077	0.134	0.030	0.220	0.214	0.987	0.190	0.112	0.317	0.996	0.113	0.019	0.939	0.990	0.019	0.211	0.119	0.025	0.019	0.115	0.075	0.115	0.158	0.114	0.106	0.019	0.113	0.117	0.525	0.191	0.163	0.432	0.267	0.809	0.479	0.093	0.165	0.201	0.080	0.018	0.062	0.744	0.345	0.239	0.019	0.132	0.072	0.295	0.114	0.114	0.019	0.114	0.189	0.114	0.084	0.045	0.019	0.114	0.114	0.084	0.114	0.301	0.116	0.897	0.112	0.115	0.114	0.019	0.115	0.019	0.019	0.115	0.019	0.352	0.176	0.098	0.747	0.087	0.463	0.800	0.532	0.123	0.249	0.287	0.203	0.283	0.393	0.068	0.052	0.254	0.093	0.019	0.067	0.147	0.103	0.164	0.814	0.311	0.085	0.070	0.471	0.407	0.217	0.141	0.132	0.284	0.332	0.086	0.028	0.056	0.269	0.999	1.000	0.993	0.096	0.898	1.000	0.114	0.019	0.019	0.987	0.177	0.119	0.003	1.000	0.003	0.019	0.939	0.990	0.279	0.019	0.167	0.989	0.019	0.019	0.114	0.114	0.111
LCP4810	0.996	1.000	0.994	0.987	1.000	0.576	1.000	1.000	0.565	0.909	1.000	0.999	0.898	0.940	0.905	0.996	0.999	0.999	0.408	0.917	1.000	0.999	0.094	0.710	0.021	0.021	0.787	0.699	0.513	0.126	0.185	1.000	0.021	0.999	0.021	0.283	0.021	0.021	0.021	0.021	0.021	0.021	0.945	0.946	0.021	0.021	0.865	0.492	0.548	0.968	1.000	0.968	0.756	0.957	0.663	0.989	0.985	1.000	0.696	0.600	0.585	1.000	0.826	0.671	0.999	0.749	0.693	0.938	0.937	0.999	0.585	0.999	0.771	0.333	0.996	0.021	0.302	0.282	0.021	0.852	0.999	0.944	0.021	0.996	1.000	0.996	0.509	0.999	0.158	0.021	0.999	0.995	0.986	0.808	0.741	0.497	0.731	0.987	0.641	0.492	0.961	0.794	0.999	0.966	0.950	0.989	0.975	0.977	0.021	1.000	0.823	0.620	0.999	0.999	0.021	0.995	0.585	0.999	0.094	0.376	0.021	0.999	0.994	0.094	0.998	0.708	0.999	0.126	0.999	1.000	0.998	0.021	0.999	0.021	0.021	0.999	0.021	0.997	0.824	0.621	0.713	0.503	0.538	0.986	0.975	1.000	0.989	0.873	0.464	0.737	0.226	0.277	0.861	0.315	0.960	0.021	0.844	0.454	0.649	0.998	0.983	1.000	0.826	1.000	0.931	1.000	1.000	0.993	0.878	1.000	0.988	1.000	1.000	1.000	0.174	0.241	0.359	0.245	0.163	0.126	0.334	0.999	0.021	0.021	0.282	0.111	0.994	0.038	0.384	0.040	0.021	0.303	0.281	0.811	0.021	0.100	0.282	0.021	0.021	0.999	0.999	0.139
LCP5327	0.180	0.778	0.313	0.396	0.307	0.072	0.799	0.092	0.115	0.153	0.837	0.064	0.337	0.366	0.128	0.014	0.019	0.057	0.108	0.211	0.200	0.116	0.080	0.085	0.019	0.019	1.000	0.996	1.000	1.000	0.960	0.181	0.019	0.181	0.019	0.877	0.019	0.019	0.019	0.019	0.019	0.019	0.046	0.047	0.019	0.019	0.520	0.081	0.138	0.709	0.016	0.133	0.238	0.365	0.567	0.392	0.866	0.829	0.142	0.261	0.067	0.028	0.386	0.075	0.058	0.139	0.085	0.269	0.263	0.988	0.211	0.209	0.129	0.955	0.180	0.019	0.937	0.880	0.019	0.300	0.189	0.046	0.019	0.181	0.069	0.181	0.180	0.182	0.107	0.019	0.210	0.182	0.526	0.191	0.161	0.406	0.259	0.821	0.367	0.093	0.164	0.234	0.064	0.018	0.063	0.657	0.341	0.397	0.019	0.195	0.079	0.090	0.181	0.181	0.019	0.180	0.210	0.180	0.081	0.152	0.019	0.181	0.180	0.081	0.181	0.081	0.182	0.998	0.209	0.182	0.181	0.019	0.182	0.019	0.019	0.180	0.019	0.602	0.182	0.094	0.742	0.086	0.417	0.813	0.504	0.193	0.406	0.273	0.195	0.247	0.480	0.080	0.058	0.248	0.072	0.019	0.050	0.136	0.104	0.162	0.801	0.104	0.074	0.131	0.477	0.419	0.205	0.132	0.126	0.275	0.330	0.088	0.016	0.039	0.263	0.989	0.877	0.999	0.998	1.000	0.958	0.181	0.019	0.019	0.877	0.130	0.189	0.967	0.799	0.964	0.019	0.936	0.880	0.081	0.019	0.120	0.879	0.019	0.019	0.181	0.181	0.386
LCP5471	0.206	0.776	0.380	0.445	0.241	0.337	0.730	0.352	0.653	0.510	0.733	0.188	0.482	0.468	0.251	0.151	0.058	0.532	0.530	0.292	0.217	0.211	0.072	0.287	0.019	0.019	1.000	1.000	0.975	0.957	1.000	0.207	0.019	0.207	0.019	0.989	0.019	0.019	0.019	0.019	0.019	0.019	0.219	0.221	0.019	0.019	0.672	0.508	0.308	0.728	0.098	0.611	0.414	0.425	0.678	0.418	0.863	0.829	0.379	0.527	0.196	0.083	0.539	0.277	0.531	0.200	0.093	0.306	0.300	0.986	0.470	0.233	0.349	0.997	0.205	0.019	0.985	0.993	0.019	0.321	0.208	0.216	0.019	0.207	0.071	0.207	0.313	0.207	0.161	0.019	0.235	0.208	0.549	0.549	0.604	0.559	0.429	0.810	0.516	0.366	0.942	0.416	0.583	0.068	0.142	0.629	0.410	0.421	0.019	0.256	0.181	0.351	0.206	0.199	0.019	0.206	0.471	0.206	0.073	0.256	0.019	0.207	0.205	0.072	0.206	0.285	0.207	0.956	0.233	0.207	0.207	0.019	0.208	0.019	0.019	0.206	0.019	0.456	0.447	0.339	0.806	0.213	0.501	0.803	0.548	0.211	0.408	0.383	0.464	0.370	0.387	0.319	0.187	0.355	0.192	0.019	0.451	0.241	0.304	0.996	0.551	0.359	0.350	0.137	0.547	0.509	0.347	0.494	0.236	0.319	0.392	0.214	0.171	0.148	0.311	0.927	1.000	0.935	0.942	0.957	1.000	0.207	0.019	0.019	0.990	0.205	0.207	0.999	0.999	0.999	0.019	0.985	0.993	0.313	0.019	0.195	0.991	0.019	0.019	0.207	0.206	0.420
LCP5496	0.997	1.000	0.992	0.984	0.665	0.989	0.998	0.173	0.333	0.561	1.000	0.179	0.997	0.505	0.613	0.140	0.050	0.287	0.414	0.659	0.999	0.668	0.085	0.079	0.026	0.026	0.817	0.873	0.588	0.066	0.188	0.999	0.025	0.999	0.026	0.061	0.026	0.026	0.026	0.026	0.026	0.026	0.137	0.136	0.026	0.025	0.548	0.419	0.984	0.989	0.119	0.377	0.966	0.969	0.743	1.000	0.999	1.000	0.990	0.787	0.612	0.082	0.658	0.619	0.287	1.000	0.640	0.900	0.899	0.999	0.513	0.998	0.138	0.077	0.996	0.025	0.352	0.061	0.026	0.965	0.998	0.137	0.026	0.996	1.000	0.996	0.291	0.998	0.164	0.025	0.998	0.998	0.551	0.880	0.406	0.786	0.968	0.999	0.922	0.997	0.515	0.619	0.315	0.067	0.164	0.987	1.000	1.000	0.026	0.999	0.502	0.229	0.998	0.998	0.025	0.996	0.511	0.998	0.085	0.261	0.026	0.999	0.995	0.085	0.997	0.077	0.998	0.065	0.998	0.999	0.998	0.026	0.998	0.025	0.025	0.999	0.025	1.000	0.812	0.990	0.899	0.736	0.908	0.998	0.994	0.999	1.000	0.651	0.414	0.963	0.208	0.272	0.436	0.180	0.211	0.025	0.245	0.393	0.993	0.509	0.983	0.183	1.000	0.999	0.661	0.538	0.679	0.591	0.588	0.993	0.998	0.667	1.000	0.198	0.154	0.303	0.064	0.311	0.169	0.065	0.078	0.999	0.025	0.026	0.061	0.142	0.994	0.273	0.060	0.278	0.026	0.352	0.059	0.138	0.025	0.133	0.061	0.025	0.026	0.998	0.998	1.000
LCP5527	0.949	1.000	0.675	0.994	1.000	0.714	1.000	1.000	0.420	0.843	1.000	0.999	0.861	0.665	0.987	0.995	0.999	0.932	0.403	0.862	1.000	0.999	0.183	0.709	0.024	0.024	0.787	0.704	0.549	0.111	0.188	0.952	0.024	0.951	0.024	0.280	0.024	0.024	0.024	0.024	0.024	0.024	0.670	0.673	0.024	0.024	0.865	0.433	0.535	0.968	1.000	0.908	0.955	0.685	0.656	0.999	0.985	1.000	0.705	0.643	0.603	1.000	0.826	0.443	0.933	0.748	0.722	0.858	0.857	0.999	0.530	0.953	0.771	0.323	0.948	0.024	0.292	0.277	0.024	0.812	0.999	0.669	0.024	0.949	1.000	0.948	0.292	0.951	0.267	0.024	0.953	0.948	0.985	0.681	0.585	0.500	0.915	0.987	0.598	0.670	0.716	0.679	0.887	0.969	0.942	0.989	0.683	0.985	0.024	1.000	0.862	0.620	0.951	0.999	0.024	0.948	0.528	0.951	0.183	0.293	0.024	0.951	0.947	0.183	0.950	0.708	0.951	0.111	0.953	0.952	0.950	0.024	0.951	0.024	0.024	0.951	0.024	0.999	0.560	0.736	0.713	0.488	0.544	0.986	0.992	1.000	0.999	0.824	0.477	0.952	0.218	0.268	0.906	0.311	0.951	0.024	0.787	0.446	0.891	0.810	0.983	1.000	0.779	1.000	0.931	0.720	1.000	0.800	1.000	1.000	0.689	1.000	1.000	1.000	0.208	0.222	0.353	0.227	0.165	0.111	0.324	0.951	0.024	0.024	0.278	0.130	0.994	0.027	0.377	0.030	0.024	0.294	0.278	0.812	0.024	0.120	0.278	0.024	0.024	0.951	0.951	0.140
LCP5529T	0.951	0.742	0.965	1.000	0.933	0.846	1.000	0.189	0.359	0.662	1.000	1.000	0.907	0.436	0.633	0.999	0.999	1.000	0.475	0.727	1.000	0.952	0.123	0.118	1.000	1.000	0.693	0.874	0.622	0.059	0.192	0.953	1.000	0.952	1.000	0.061	1.000	1.000	1.000	1.000	1.000	1.000	0.144	0.143	1.000	1.000	0.544	0.400	0.985	1.000	1.000	0.416	0.976	0.976	0.816	0.999	1.000	0.800	0.988	0.995	0.996	1.000	0.520	1.000	1.000	1.000	0.643	0.868	0.867	0.999	0.515	0.954	0.150	0.077	0.949	1.000	0.388	0.062	1.000	0.959	0.999	0.144	1.000	0.950	1.000	0.950	0.518	0.952	0.165	1.000	0.954	0.953	0.990	0.993	0.462	0.873	1.000	1.000	0.688	0.789	0.982	0.932	1.000	0.977	0.956	0.999	1.000	1.000	1.000	1.000	0.523	0.181	0.952	0.999	1.000	0.950	0.516	0.952	0.124	0.262	1.000	0.952	0.949	0.124	0.951	0.114	0.952	0.059	0.954	0.953	0.951	1.000	0.952	1.000	1.000	0.952	1.000	1.000	1.000	0.884	0.992	0.917	0.993	1.000	1.000	1.000	1.000	0.763	0.493	1.000	0.348	0.286	0.475	0.283	0.951	1.000	1.000	1.000	0.948	1.000	0.983	0.200	0.864	1.000	0.868	0.501	0.763	0.404	0.592	1.000	0.972	0.953	0.957	0.967	0.203	0.339	0.065	0.348	0.172	0.059	0.078	0.952	1.000	1.000	0.061	0.352	0.995	0.108	0.060	0.107	1.000	0.389	0.060	0.155	1.000	0.345	0.061	1.000	1.000	0.952	0.952	0.132
LCP5531	0.949	0.724	0.949	0.967	0.930	0.966	0.994	0.312	0.641	0.999	1.000	0.928	0.899	0.431	0.986	0.927	0.991	1.000	0.492	1.000	0.999	0.927	0.092	0.212	1.000	1.000	0.795	0.854	0.578	0.059	0.178	0.952	1.000	0.951	1.000	0.050	1.000	1.000	1.000	1.000	1.000	1.000	0.142	0.141	1.000	1.000	0.544	0.659	0.994	0.989	0.992	0.985	1.000	0.966	0.813	0.997	1.000	0.768	0.994	0.814	0.772	0.984	0.638	0.837	1.000	0.999	0.628	0.865	0.864	0.998	0.521	0.953	0.245	0.071	0.948	1.000	0.287	0.051	1.000	0.959	0.999	0.141	1.000	0.949	1.000	0.949	0.344	0.951	0.215	1.000	0.953	0.952	0.973	0.986	0.971	0.819	1.000	1.000	0.623	0.971	0.971	0.889	1.000	0.951	0.988	1.000	0.987	1.000	1.000	1.000	0.982	0.253	0.951	0.999	1.000	0.948	0.521	0.951	0.092	0.226	1.000	0.951	0.947	0.092	0.950	0.207	0.951	0.059	0.953	0.952	0.950	1.000	0.951	1.000	1.000	0.951	1.000	1.000	1.000	1.000	0.999	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	0.953	1.000	0.983	0.321	0.929	0.999	0.867	0.498	1.000	0.763	0.986	0.958	0.949	0.927	0.486	0.803	0.292	0.240	0.062	0.251	0.154	0.059	0.071	0.951	1.000	1.000	0.050	0.172	0.994	0.050	0.056	0.051	1.000	0.288	0.049	0.253	1.000	0.163	0.050	1.000	1.000	0.951	0.951	0.135
LCP5630T	0.948	1.000	1.000	1.000	1.000	1.000	1.000	1.000	0.611	1.000	1.000	1.000	1.000	0.999	1.000	0.994	0.999	1.000	0.999	0.678	1.000	0.999	0.098	0.709	0.024	0.024	0.785	0.851	0.517	0.126	0.185	0.951	0.024	0.950	0.024	0.282	0.024	0.024	0.024	0.024	0.024	0.024	0.999	0.999	0.024	0.023	0.865	0.666	0.554	0.965	0.997	0.973	0.955	0.972	0.698	0.999	0.987	1.000	0.848	0.685	0.596	0.997	0.829	0.723	1.000	0.746	0.693	0.922	0.921	0.999	0.568	0.952	0.771	0.327	0.947	0.024	0.321	0.281	0.024	0.957	0.999	0.998	0.024	0.948	1.000	0.948	0.298	0.950	0.279	0.023	0.952	0.950	0.981	0.974	0.866	0.506	0.917	0.988	0.642	0.913	0.975	0.824	1.000	0.971	0.937	0.943	0.989	0.987	0.024	1.000	0.822	0.611	0.950	0.999	0.023	0.948	0.568	0.950	0.098	0.321	0.024	0.950	0.947	0.098	0.949	0.708	0.950	0.126	0.952	0.951	0.949	0.024	0.950	0.023	0.023	0.950	0.023	0.998	0.863	0.900	0.713	0.507	0.535	0.987	0.972	1.000	0.998	0.639	0.535	0.952	0.229	0.351	0.858	0.337	0.951	0.024	0.845	1.000	0.902	1.000	0.983	1.000	0.945	1.000	0.931	0.999	0.708	0.756	0.946	1.000	1.000	0.999	1.000	0.999	0.183	0.252	0.357	0.258	0.159	0.127	0.328	0.950	0.023	0.024	0.280	0.103	0.995	0.011	0.384	0.011	0.024	0.322	0.280	0.811	0.024	0.092	0.280	0.024	0.024	0.950	0.950	0.140
